"분류ID","분류","유형ID","유형","가능여부","유형조합수Nc","전체관측","전체회차수","전체관측비율","공정유형확률","이론기대관측","관측대이론비율","전체Wilson하한","전체Wilson상한","전체Wilson폭","최근관측","최근회차수","모형유형확률","모형특정1조합확률","공정특정1조합확률","최근Wilson하한","최근Wilson상한","최근Wilson폭","추정대상회차","해석"
"decade_occupancy","번호 구간별 개수","1,2,1,2,0","1 · 2 · 1 · 2 · 0","true","202500","15","522","0.028735632183908046","0.02486169530979514","12.977804951713063","1.155819497658578","0.017490150369332814","0.04686662153030105","0.029376471160968233","4","156","0.025251360475410392","1.2469807642177972e-7","1.2277380399898834e-7","0.010015466073008981","0.0640670586240257","0.054051592551016714","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,2,2,0,1","1 · 2 · 2 · 0 · 1","true","101250","8","522","0.01532567049808429","0.01243084765489757","6.4889024758565315","1.2328741308358167","0.007785761374318736","0.029947016229776247","0.022161254855457512","1","156","0.00942055203257699","9.304248921063694e-8","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,2,2,1,0","1 · 2 · 2 · 1 · 0","true","202500","13","522","0.02490421455938697","0.02486169530979514","12.977804951713063","1.0017102313041009","0.014610900776882721","0.04213901560974003","0.02752811483285731","5","156","0.028456488680538596","1.405258700273511e-7","1.2277380399898834e-7","0.013766559825891925","0.07282836318604768","0.059061803360155755","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,2,3,0,0","1 · 2 · 3 · 0 · 0","true","54000","2","522","0.0038314176245210726","0.00662978541594537","3.4607479871234834","0.577909748829289","0.0010513424945747156","0.013860868570486955","0.012809526075912238","0","156","0.003314892707972685","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,3,0,0,2","1 · 3 · 0 · 0 · 2","true","12000","2","522","0.0038314176245210726","0.0014732856479878602","0.769055108249663","2.6005938697318007","0.0010513424945747156","0.013860868570486955","0.012809526075912238","0","156","0.0007366428239939301","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,3,0,1,1","1 · 3 · 0 · 1 · 1","true","60000","4","522","0.007662835249042145","0.007366428239939301","3.845275541248315","1.0402375478927202","0.0029838454428542643","0.01953522113521851","0.016551375692364246","2","156","0.01009347053022606","1.6822450883710098e-7","1.2277380399898834e-7","0.0035229170716722553","0.04553481099555255","0.04201189392388029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,3,0,2,0","1 · 3 · 0 · 2 · 0","true","54000","6","522","0.011494252873563218","0.00662978541594537","3.4607479871234834","1.7337292464878673","0.005278273303937627","0.024847648787146258","0.01956937548320863","3","156","0.012930277323357301","2.3944958006217227e-7","1.2277380399898834e-7","0.00656140638822535","0.0550087199939044","0.04844731360567905","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,3,1,0,1","1 · 3 · 1 · 0 · 1","true","60000","4","522","0.007662835249042145","0.007366428239939301","3.845275541248315","1.0402375478927202","0.0029838454428542643","0.01953522113521851","0.016551375692364246","1","156","0.006888342325097855","1.1480570541829759e-7","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,3,1,1,0","1 · 3 · 1 · 1 · 0","true","120000","4","522","0.007662835249042145","0.014732856479878601","7.69055108249663","0.5201187739463601","0.0029838454428542643","0.01953522113521851","0.016551375692364246","0","156","0.007366428239939301","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,3,2,0,0","1 · 3 · 2 · 0 · 0","true","54000","4","522","0.007662835249042145","0.00662978541594537","3.4607479871234834","1.155819497658578","0.0029838454428542643","0.01953522113521851","0.016551375692364246","0","156","0.003314892707972685","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,4,0,0,1","1 · 4 · 0 · 0 · 1","true","10500","0","522","0","0.0012891249419893776","0.672923219718455","0","0","0.007305355552050563","0.007305355552050563","0","156","0.0006445624709946888","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,4,0,1,0","1 · 4 · 0 · 1 · 0","true","21000","1","522","0.0019157088122605363","0.002578249883978755","1.34584643943691","0.7430268199233716","0.0003382497261719287","0.010770533582384188","0.01043228385621226","0","156","0.0012891249419893776","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,4,1,0,0","1 · 4 · 1 · 0 · 0","true","21000","1","522","0.0019157088122605363","0.002578249883978755","1.34584643943691","0.7430268199233716","0.0003382497261719287","0.010770533582384188","0.01043228385621226","0","156","0.0012891249419893776","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","1,5,0,0,0","1 · 5 · 0 · 0 · 0","true","2520","0","522","0","0.0003093899860774506","0.16150157273242924","0","0","0.007305355552050563","0.007305355552050563","0","156","0.0001546949930387253","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,0,0,4","2 · 0 · 0 · 0 · 4","true","225","0","522","0","0.00002762410589977238","0.014419783279681181","0","0","0.007305355552050563","0.007305355552050563","0","156","0.00001381205294988619","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,0,1,3","2 · 0 · 0 · 1 · 3","true","4500","0","522","0","0.0005524821179954476","0.2883956655936236","0","0","0.007305355552050563","0.007305355552050563","0","156","0.0002762410589977238","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,0,2,2","2 · 0 · 0 · 2 · 2","true","20250","1","522","0.0019157088122605363","0.002486169530979514","1.2977804951713063","0.7705463317723853","0.0003382497261719287","0.010770533582384188","0.01043228385621226","0","156","0.001243084765489757","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,0,3,1","2 · 0 · 0 · 3 · 1","true","27000","1","522","0.0019157088122605363","0.003314892707972685","1.7303739935617417","0.577909748829289","0.0003382497261719287","0.010770533582384188","0.01043228385621226","0","156","0.0016574463539863425","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,0,4,0","2 · 0 · 0 · 4 · 0","true","9450","0","522","0","0.0011602124477904398","0.6056308977466096","0","0","0.007305355552050563","0.007305355552050563","0","156","0.0005801062238952199","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,1,0,3","2 · 0 · 1 · 0 · 3","true","4500","0","522","0","0.0005524821179954476","0.2883956655936236","0","0","0.007305355552050563","0.007305355552050563","0","156","0.0002762410589977238","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,1,1,2","2 · 0 · 1 · 1 · 2","true","45000","3","522","0.005747126436781609","0.005524821179954476","2.8839566559362364","1.0402375478927202","0.001956426716828272","0.016759212104738953","0.01480278538791068","2","156","0.009172667000233649","2.0383704444963664e-7","1.2277380399898834e-7","0.0035229170716722553","0.04553481099555255","0.04201189392388029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,1,2,1","2 · 0 · 1 · 2 · 1","true","101250","4","522","0.007662835249042145","0.01243084765489757","6.4889024758565315","0.6164370654179083","0.0029838454428542643","0.01953522113521851","0.016551375692364246","0","156","0.006215423827448785","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,1,3,0","2 · 0 · 1 · 3 · 0","true","54000","3","522","0.005747126436781609","0.00662978541594537","3.4607479871234834","0.8668646232439337","0.001956426716828272","0.016759212104738953","0.01480278538791068","0","156","0.003314892707972685","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,2,0,2","2 · 0 · 2 · 0 · 2","true","20250","0","522","0","0.002486169530979514","1.2977804951713063","0","0","0.007305355552050563","0.007305355552050563","0","156","0.001243084765489757","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,2,1,1","2 · 0 · 2 · 1 · 1","true","101250","4","522","0.007662835249042145","0.01243084765489757","6.4889024758565315","0.6164370654179083","0.0029838454428542643","0.01953522113521851","0.016551375692364246","2","156","0.012625680237705196","1.2469807642177972e-7","1.2277380399898834e-7","0.0035229170716722553","0.04553481099555255","0.04201189392388029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,2,2,0","2 · 0 · 2 · 2 · 0","true","91125","10","522","0.019157088122605363","0.011187762889407813","5.840012228270878","1.7123251817164118","0.010438398844250856","0.034901234272855235","0.02446283542860438","6","156","0.024824650675473136","2.724241500737793e-7","1.2277380399898834e-7","0.0177444321590843","0.08136288916776027","0.06361845700867597","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,3,0,1","2 · 0 · 3 · 0 · 1","true","27000","3","522","0.005747126436781609","0.003314892707972685","1.7303739935617417","1.7337292464878673","0.001956426716828272","0.016759212104738953","0.01480278538791068","0","156","0.0016574463539863425","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,3,1,0","2 · 0 · 3 · 1 · 0","true","54000","2","522","0.0038314176245210726","0.00662978541594537","3.4607479871234834","0.577909748829289","0.0010513424945747156","0.013860868570486955","0.012809526075912238","0","156","0.003314892707972685","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,0,4,0,0","2 · 0 · 4 · 0 · 0","true","9450","0","522","0","0.0011602124477904398","0.6056308977466096","0","0","0.007305355552050563","0.007305355552050563","0","156","0.0005801062238952199","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,1,0,0,3","2 · 1 · 0 · 0 · 3","true","4500","0","522","0","0.0005524821179954476","0.2883956655936236","0","0","0.007305355552050563","0.007305355552050563","0","156","0.0002762410589977238","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,1,0,1,2","2 · 1 · 0 · 1 · 2","true","45000","2","522","0.0038314176245210726","0.005524821179954476","2.8839566559362364","0.6934916985951468","0.0010513424945747156","0.013860868570486955","0.012809526075912238","0","156","0.002762410589977238","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,1,0,2,1","2 · 1 · 0 · 2 · 1","true","101250","5","522","0.009578544061302681","0.01243084765489757","6.4889024758565315","0.7705463317723853","0.00409812540244997","0.02222436893212836","0.018126243529678388","1","156","0.00942055203257699","9.304248921063694e-8","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,1,0,3,0","2 · 1 · 0 · 3 · 0","true","54000","4","522","0.007662835249042145","0.00662978541594537","3.4607479871234834","1.155819497658578","0.0029838454428542643","0.01953522113521851","0.016551375692364246","0","156","0.003314892707972685","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,1,1,0,2","2 · 1 · 1 · 0 · 2","true","45000","7","522","0.013409961685823755","0.005524821179954476","2.8839566559362364","2.427220945083014","0.006510641082418169","0.027418708765171267","0.020908067682753096","2","156","0.009172667000233649","2.0383704444963664e-7","1.2277380399898834e-7","0.0035229170716722553","0.04553481099555255","0.04201189392388029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,1,1,1,1","2 · 1 · 1 · 1 · 1","true","225000","12","522","0.022988505747126436","0.027624105899772378","14.41978327968118","0.8321900383141763","0.013198383128231302","0.0397481055018859","0.026549722373654598","4","156","0.02663256577039901","1.1836695897955116e-7","1.2277380399898834e-7","0.010015466073008981","0.0640670586240257","0.054051592551016714","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,1,1,2,0","2 · 1 · 1 · 2 · 0","true","202500","19","522","0.03639846743295019","0.02486169530979514","12.977804951713063","1.4640380303675322","0.02342383884470136","0.05614664408095472","0.03272280523625336","3","156","0.022046232270282184","1.0887028281620832e-7","1.2277380399898834e-7","0.00656140638822535","0.0550087199939044","0.04844731360567905","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,1,2,0,1","2 · 1 · 2 · 0 · 1","true","101250","9","522","0.017241379310344827","0.01243084765489757","6.4889024758565315","1.3869833971902936","0.00909674645631465","0.032439458904285894","0.02334271244797124","2","156","0.012625680237705196","1.2469807642177972e-7","1.2277380399898834e-7","0.0035229170716722553","0.04553481099555255","0.04201189392388029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,1,2,1,0","2 · 1 · 2 · 1 · 0","true","202500","19","522","0.03639846743295019","0.02486169530979514","12.977804951713063","1.4640380303675322","0.02342383884470136","0.05614664408095472","0.03272280523625336","2","156","0.01884110406515398","9.304248921063694e-8","1.2277380399898834e-7","0.0035229170716722553","0.04553481099555255","0.04201189392388029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,1,3,0,0","2 · 1 · 3 · 0 · 0","true","54000","0","522","0","0.00662978541594537","3.4607479871234834","0","0","0.007305355552050563","0.007305355552050563","0","156","0.003314892707972685","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,2,0,0,2","2 · 2 · 0 · 0 · 2","true","20250","1","522","0.0019157088122605363","0.002486169530979514","1.2977804951713063","0.7705463317723853","0.0003382497261719287","0.010770533582384188","0.01043228385621226","0","156","0.001243084765489757","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,2,0,1,1","2 · 2 · 0 · 1 · 1","true","101250","9","522","0.017241379310344827","0.01243084765489757","6.4889024758565315","1.3869833971902936","0.00909674645631465","0.032439458904285894","0.02334271244797124","3","156","0.0158308084428334","1.5635366363292247e-7","1.2277380399898834e-7","0.00656140638822535","0.0550087199939044","0.04844731360567905","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,2,0,2,0","2 · 2 · 0 · 2 · 0","true","91125","6","522","0.011494252873563218","0.011187762889407813","5.840012228270878","1.0273951090298472","0.005278273303937627","0.024847648787146258","0.01956937548320863","0","156","0.005593881444703907","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,2,1,0,1","2 · 2 · 1 · 0 · 1","true","101250","8","522","0.01532567049808429","0.01243084765489757","6.4889024758565315","1.2328741308358167","0.007785761374318736","0.029947016229776247","0.022161254855457512","1","156","0.00942055203257699","9.304248921063694e-8","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,2,1,1,0","2 · 2 · 1 · 1 · 0","true","202500","15","522","0.028735632183908046","0.02486169530979514","12.977804951713063","1.155819497658578","0.017490150369332814","0.04686662153030105","0.029376471160968233","5","156","0.028456488680538596","1.405258700273511e-7","1.2277380399898834e-7","0.013766559825891925","0.07282836318604768","0.059061803360155755","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,2,2,0,0","2 · 2 · 2 · 0 · 0","true","91125","12","522","0.022988505747126436","0.011187762889407813","5.840012228270878","2.0547902180596944","0.013198383128231302","0.0397481055018859","0.026549722373654598","6","156","0.024824650675473136","2.724241500737793e-7","1.2277380399898834e-7","0.0177444321590843","0.08136288916776027","0.06361845700867597","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,3,0,0,1","2 · 3 · 0 · 0 · 1","true","27000","5","522","0.009578544061302681","0.003314892707972685","1.7303739935617417","2.8895487441464454","0.00409812540244997","0.02222436893212836","0.018126243529678388","3","156","0.011272830969370958","4.175122581248503e-7","1.2277380399898834e-7","0.00656140638822535","0.0550087199939044","0.04844731360567905","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,3,0,1,0","2 · 3 · 0 · 1 · 0","true","54000","1","522","0.0019157088122605363","0.00662978541594537","3.4607479871234834","0.2889548744146445","0.0003382497261719287","0.010770533582384188","0.01043228385621226","0","156","0.003314892707972685","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,3,1,0,0","2 · 3 · 1 · 0 · 0","true","54000","3","522","0.005747126436781609","0.00662978541594537","3.4607479871234834","0.8668646232439337","0.001956426716828272","0.016759212104738953","0.01480278538791068","1","156","0.0065200209131008905","1.2074112802038686e-7","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","2,4,0,0,0","2 · 4 · 0 · 0 · 0","true","9450","1","522","0.0019157088122605363","0.0011602124477904398","0.6056308977466096","1.6511707109408258","0.0003382497261719287","0.010770533582384188","0.01043228385621226","0","156","0.0005801062238952199","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,0,0,0,3","3 · 0 · 0 · 0 · 3","true","1200","0","522","0","0.000147328564798786","0.0769055108249663","0","0","0.007305355552050563","0.007305355552050563","0","156","0.000073664282399393","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,0,0,1,2","3 · 0 · 0 · 1 · 2","true","12000","0","522","0","0.0014732856479878602","0.769055108249663","0","0","0.007305355552050563","0.007305355552050563","0","156","0.0007366428239939301","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,0,0,2,1","3 · 0 · 0 · 2 · 1","true","27000","0","522","0","0.003314892707972685","1.7303739935617417","0","0","0.007305355552050563","0.007305355552050563","0","156","0.0016574463539863425","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,0,0,3,0","3 · 0 · 0 · 3 · 0","true","14400","1","522","0.0019157088122605363","0.0017679427775854322","0.9228661298995956","1.0835807790549168","0.0003382497261719287","0.010770533582384188","0.01043228385621226","0","156","0.0008839713887927161","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,0,1,0,2","3 · 0 · 1 · 0 · 2","true","12000","2","522","0.0038314176245210726","0.0014732856479878602","0.769055108249663","2.6005938697318007","0.0010513424945747156","0.013860868570486955","0.012809526075912238","1","156","0.003941771029122135","3.284809190935113e-7","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,0,1,1,1","3 · 0 · 1 · 1 · 1","true","60000","1","522","0.0019157088122605363","0.007366428239939301","3.845275541248315","0.26005938697318004","0.0003382497261719287","0.010770533582384188","0.01043228385621226","0","156","0.0036832141199696503","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,0,1,2,0","3 · 0 · 1 · 2 · 0","true","54000","2","522","0.0038314176245210726","0.00662978541594537","3.4607479871234834","0.577909748829289","0.0010513424945747156","0.013860868570486955","0.012809526075912238","1","156","0.0065200209131008905","1.2074112802038686e-7","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,0,2,0,1","3 · 0 · 2 · 0 · 1","true","27000","2","522","0.0038314176245210726","0.003314892707972685","1.7303739935617417","1.155819497658578","0.0010513424945747156","0.013860868570486955","0.012809526075912238","2","156","0.008067702764242754","2.9880380608306497e-7","1.2277380399898834e-7","0.0035229170716722553","0.04553481099555255","0.04201189392388029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,0,2,1,0","3 · 0 · 2 · 1 · 0","true","54000","1","522","0.0019157088122605363","0.00662978541594537","3.4607479871234834","0.2889548744146445","0.0003382497261719287","0.010770533582384188","0.01043228385621226","0","156","0.003314892707972685","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,0,3,0,0","3 · 0 · 3 · 0 · 0","true","14400","0","522","0","0.0017679427775854322","0.9228661298995956","0","0","0.007305355552050563","0.007305355552050563","0","156","0.0008839713887927161","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,1,0,0,2","3 · 1 · 0 · 0 · 2","true","12000","1","522","0.0019157088122605363","0.0014732856479878602","0.769055108249663","1.3002969348659004","0.0003382497261719287","0.010770533582384188","0.01043228385621226","0","156","0.0007366428239939301","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,1,0,1,1","3 · 1 · 0 · 1 · 1","true","60000","1","522","0.0019157088122605363","0.007366428239939301","3.845275541248315","0.26005938697318004","0.0003382497261719287","0.010770533582384188","0.01043228385621226","1","156","0.006888342325097855","1.1480570541829759e-7","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,1,0,2,0","3 · 1 · 0 · 2 · 0","true","54000","4","522","0.007662835249042145","0.00662978541594537","3.4607479871234834","1.155819497658578","0.0029838454428542643","0.01953522113521851","0.016551375692364246","1","156","0.0065200209131008905","1.2074112802038686e-7","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,1,1,0,1","3 · 1 · 1 · 0 · 1","true","60000","3","522","0.005747126436781609","0.007366428239939301","3.845275541248315","0.7801781609195402","0.001956426716828272","0.016759212104738953","0.01480278538791068","0","156","0.0036832141199696503","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,1,1,1,0","3 · 1 · 1 · 1 · 0","true","120000","7","522","0.013409961685823755","0.014732856479878601","7.69055108249663","0.9102078544061303","0.006510641082418169","0.027418708765171267","0.020908067682753096","3","156","0.016981812855323915","1.415151071276993e-7","1.2277380399898834e-7","0.00656140638822535","0.0550087199939044","0.04844731360567905","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,1,2,0,0","3 · 1 · 2 · 0 · 0","true","54000","2","522","0.0038314176245210726","0.00662978541594537","3.4607479871234834","0.577909748829289","0.0010513424945747156","0.013860868570486955","0.012809526075912238","1","156","0.0065200209131008905","1.2074112802038686e-7","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,2,0,0,1","3 · 2 · 0 · 0 · 1","true","27000","1","522","0.0019157088122605363","0.003314892707972685","1.7303739935617417","0.577909748829289","0.0003382497261719287","0.010770533582384188","0.01043228385621226","0","156","0.0016574463539863425","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,2,0,1,0","3 · 2 · 0 · 1 · 0","true","54000","2","522","0.0038314176245210726","0.00662978541594537","3.4607479871234834","0.577909748829289","0.0010513424945747156","0.013860868570486955","0.012809526075912238","1","156","0.0065200209131008905","1.2074112802038686e-7","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,2,1,0,0","3 · 2 · 1 · 0 · 0","true","54000","2","522","0.0038314176245210726","0.00662978541594537","3.4607479871234834","0.577909748829289","0.0010513424945747156","0.013860868570486955","0.012809526075912238","1","156","0.0065200209131008905","1.2074112802038686e-7","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","3,3,0,0,0","3 · 3 · 0 · 0 · 0","true","14400","3","522","0.005747126436781609","0.0017679427775854322","0.9228661298995956","3.2507423371647506","0.001956426716828272","0.016759212104738953","0.01480278538791068","1","156","0.004089099593920922","2.839652495778418e-7","1.2277380399898834e-7","0.0011324653171247909","0.035412864435195084","0.03428039911807029","1242","실험 추정; 미래 우월성 미확인"
"decade_occupancy","번호 구간별 개수","4,0,0,0,2","4 · 0 · 0 · 0 · 2","true","2100","0","522","0","0.0002578249883978755","0.13458464394369102","0","0","0.007305355552050563","0.007305355552050563","0","156","0.00012891249419893776","6.138690199949417e-8","1.2277380399898834e-7","0","0.024032931437414938","0.02403293143741494","1242","실험 추정; 미래 우월성 미확인"
